layer_height,wall_thickness,infill_density,infill_pattern,nozzle_temperature,bed_temperature,print_speed,material,fan_speed,roughness,tension_strenght,elongation
0.029970162127860717,10.222062170275336,6.3418629864514,honeycomb,213.13722814376624,70.1036887361043,37.32819379388883,pla,46.96374538365388,44.06777012334615,13.247428942515217,1.3927725721301174
0.14521595460950512,6.531183293696419,79.90445692645638,honeycomb,248.18128741264337,80.32930406696885,63.017684366431226,abs,94.96096731497413,338.9657668882132,14.662584297455739,0.8151883691025862
0.14144664361955875,6.40734116288221,38.177916505059045,honeycomb,218.43072270817947,75.212677693812,61.945731135076684,pla,71.4812427884692,176.471058585038,21.685538041271222,2.371950347484014
0.1517687574273601,9.898118636804924,30.889085871045566,honeycomb,208.65916667607175,69.73813444108333,61.340276955012186,pla,49.423141613455854,167.02372843704836,26.452886005997655,2.162381035185326
0.13773789547618598,1.533092185779707,9.848229905281196,honeycomb,219.64915358841026,80.40974844720697,58.08395261292293,abs,103.25826091781794,165.8415380173901,4.271590533460081,0.6766354904471036
0.20643242502371703,4.504411088909083,56.43364954629649,honeycomb,211.3008491582411,68.63869822933925,38.125303789274,pla,47.16954399309896,285.47318589249824,29.982536212604323,3.3138855127479703
0.09822526024239829,3.2493238705073804,53.44398105173716,honeycomb,209.41378842391154,70.24464198621757,114.13654035366838,abs,53.771781395940295,112.97621530454815,19.668335821906506,1.882057718899251
0.021970853193178402,10.059102611672387,9.402089390151234,honeycomb,210.01106794114827,69.95500542950714,42.98472634650215,abs,48.333034176752776,25.30807491376953,15.363850208428834,1.562242145636338
0.09504163594802884,3.828138623852113,49.04674219240487,honeycomb,210.73249803933396,69.21104520283389,120.82444972191419,pla,51.27503916341533,130.65918506441392,16.438266562376963,1.865403860618607
0.14711589462414154,3.997928081251958,49.12515321388415,honeycomb,220.29074240917004,60.289566426564235,60.67748560755924,pla,6.399539605749334,158.33457604541877,28.668411304960877,2.391829445309523
0.010917126890507478,3.7027834146032346,71.63794242274292,honeycomb,241.11616808431373,73.86958887518016,42.678922141318175,abs,75.2102017142698,77.16357065349112,9.433160481988812,0.5821142558280327
0.10028017220891172,8.542987372053483,83.99024976449317,grid,237.37479116857185,75.01530584662783,115.22262518323186,pla,81.6164605768619,306.2961673446292,18.316539536539928,0.9277761080712079
0.06911623045997031,10.142804177828813,91.41702506545462,honeycomb,199.26372288318734,61.63043161458687,62.55423150949066,abs,-4.2611564908336925,124.82584303853143,26.462330454964455,2.138502290155692
0.16414040461478566,6.649817496757639,81.35936906704904,honeycomb,249.03071120010244,79.20704437797671,61.68886183113427,pla,105.05456445892274,331.95960798537675,13.741832710274938,0.8481969936691685
0.02142389721007801,3.862684430754461,72.7983489513416,grid,240.6475545908244,74.72005202668879,46.1565011641772,pla,69.77051774342125,60.94978151822458,9.761380533942535,0.5463000954685501
0.15326261073519373,6.869204823504908,11.733544426941613,honeycomb,223.25325142623646,65.44159665914242,56.5307679985493,abs,23.74393314517246,137.1394930318864,19.396007524976977,1.8103767414197411
0.19095558239880953,6.060616380837352,27.11124696383461,honeycomb,229.14776491634197,69.48981170913122,42.66666500079061,abs,39.54175887298241,297.0844565585,28.394429933806993,2.2662512753241755
0.15798381647540571,10.254999639729343,33.23298194529342,honeycomb,208.87708933205553,70.76644830185865,61.921486201976606,pla,42.955291837895615,164.69335448601194,24.9229053189722,2.1074662445532457
0.10198318025166633,8.881396002060725,84.36518941738144,honeycomb,238.31472222308548,74.41658769290417,119.2913590332983,abs,74.25823539153784,291.81282710829555,20.125170659270346,0.7728739480367706
0.06476602374914746,10.642179959488132,49.143820700145056,honeycomb,221.41409228567312,79.35411579176773,64.33655079358854,pla,102.8266513889072,86.4590647870493,28.525126743131352,1.967915933277706
0.015124418825653943,10.07964424194161,11.22159477038724,grid,209.8306892721208,70.45414634119507,44.704942089985565,pla,51.548469420505484,33.378447189714485,14.777565195735818,1.5898260182558797
0.09719975128345876,2.7691102273023933,49.30427767882192,grid,209.90322030884442,70.1953369657868,118.52429782525974,abs,50.66798661079032,119.09370491277504,19.196864855761508,1.7390288840830186
0.016054184376392958,4.76278804450941,8.903782029909252,grid,205.43602774592173,64.081700702061,37.85062915365128,pla,24.6225570002883,67.1390019457328,11.589596400139387,1.2702483425781532
0.15431404689825204,6.634193656489945,83.3974241318266,honeycomb,248.4973569126988,80.58418958118345,62.89716883514513,pla,104.57129425800909,316.7469152520339,12.83743139122109,0.7207581754044723
0.017280291859353383,7.926052916745344,91.25255347095653,grid,222.85525294762766,58.77141065787779,41.168816748390945,abs,6.072452607513353,42.39280397392878,18.20992626073262,1.2216371328959057
0.20696085332059225,4.627888593500649,61.220991821574025,grid,211.1212461717792,70.01072467544418,42.626337171029064,pla,44.8467603917195,270.1820513520782,28.956414599678993,3.3075506501185323
0.027419639488836522,3.958378601039125,67.77271429705661,grid,238.81393075932866,73.65381858369881,39.31678879345439,pla,69.65374573515932,97.62732030655471,8.589988814154523,0.5888251063248461
0.09366853135692427,1.6968310045911998,32.187975460911304,grid,222.87144301506927,80.45655081236058,117.10772380726061,pla,100.35874636551563,108.8684139090865,13.928720690015135,1.4110517213323122
0.09367958793235871,3.1585172844947738,50.30869177873906,grid,211.06874435387556,71.22037760323107,122.17369099548606,abs,46.356274410860706,118.76726102678809,17.60057682846725,1.893884032377513
0.14415559339480913,9.823023999955108,27.254456976287386,honeycomb,211.10843706167688,69.93419814685582,60.91170790540275,pla,52.27722541538486,161.26929228000552,27.43427199816539,2.0878330408160832
0.09956434539370744,4.146149569506832,87.78247214731627,honeycomb,215.22152534254275,74.28481105744864,117.8599798230844,pla,74.35807573094634,139.47444799147982,33.991505745556424,3.055812651287734
0.10602620226241016,1.0831252459380571,54.369035640464425,grid,230.0145519376507,69.77887226549342,121.77443018530782,abs,55.14856820007748,269.5575648709158,10.067733455660582,0.8467121113390691
0.08141837276189995,2.0117100753787054,28.290060507833214,grid,222.93461562839093,64.43041204189508,122.26904396760085,pla,24.35556269263335,131.7400331829872,11.436910167748277,1.0726966021001305
0.013353498727899682,9.290561169614163,8.145765408549181,honeycomb,211.29297404801235,69.0057051634392,34.283952547098544,pla,50.53301068418436,11.27726571163507,14.972299318420912,1.4392859388719026
0.0521377258552735,2.978083901821518,36.26821466208805,grid,206.14793874029255,64.83942791916893,56.733219024947964,abs,20.25677112875239,134.67770203644423,21.756199722306665,2.0010739884156252
0.19938816452813934,3.9477874828578927,79.86008431564078,honeycomb,219.71256143602497,58.078179462611956,36.86392943556232,abs,-3.445332124341995,213.5071645807039,34.81235164002983,3.3538672862283576
0.15165802572079162,4.065325773961184,45.15346722800533,grid,220.19712891103498,59.40184681002084,65.50872366078987,abs,1.9748519036833605,175.61747639305548,26.564677525782113,2.3604697834957795
0.10080711592965358,0.7348886480404176,28.704366129582404,honeycomb,219.92564465511938,80.0478827450233,122.04095553218092,pla,95.44184440570217,112.16663923945246,14.674396990551173,1.5406515090969954
0.20667471721791086,3.0471106700668398,82.60187048151191,honeycomb,249.27843735117585,80.23457300711725,43.09965867330541,pla,97.10587968649838,351.55336354748704,21.624761185927312,1.1400344434081033
0.1956773239952402,4.647068264233695,60.739371133256164,grid,211.39371469955827,70.7255461712814,40.013957802722786,abs,46.43293506113565,276.5839123648417,30.968643252576204,3.3270123779269594
0.10558610916248148,1.0783759779748303,51.42718003553333,grid,231.33916420689977,70.6836978155344,119.24543001394271,abs,46.55283889553675,260.27676431448316,11.26980316965608,0.8473159173702799
0.09672579272355261,3.7168796917823492,89.43932795480916,honeycomb,217.82637633688088,75.01907408291477,124.0084243983051,pla,76.46349500396005,147.05496672032456,33.4081451180985,2.9367259983850023
0.20096365897412966,3.9339988242067396,21.711369244733913,honeycomb,207.37282912599318,64.77998088031069,38.97353237294164,abs,35.35367142270869,263.67387723406307,13.605337395279406,1.6964229569250684
0.01678421056503498,9.309537498041589,72.86364065609882,honeycomb,214.57003705736284,75.31704939519095,41.32193244617235,abs,69.8297709914981,23.40728849854788,28.186551121381008,1.3057001302566125
0.1464042328338581,6.878418455045253,6.912449347316706,honeycomb,228.8341149457333,66.11423642845176,58.82681851006818,pla,27.894419444240825,152.8726824896588,18.402898390048076,1.841397775829619
0.15081813753101386,6.747217362205293,9.050035363782474,honeycomb,224.12675434614303,64.67756281584754,65.16330419278658,pla,19.284011643794294,139.19238122657964,19.064488027292157,1.730625566362047
0.010604641891127307,5.963992229617804,88.98262986029306,grid,249.53519853217006,80.30379298373033,35.06004548569047,pla,99.00660043428131,94.04788380163572,5.309810889664494,0.6325468003724828
0.09567530340449382,1.626016908737302,58.24970055984267,honeycomb,247.26234216800464,79.67659435778563,119.78052603661473,abs,99.88440286809106,371.26533083053744,6.346025659122802,0.3373648327718268
0.15387554462434352,6.5060006574938045,13.339552144783177,honeycomb,226.9814660448197,63.81411579219687,66.50534292799402,pla,23.4512239148431,166.95026369912222,17.25472701468246,1.9121490835356383
0.20840376534519825,3.6385643659859688,78.58423714453625,grid,218.3839659429994,60.12042092047299,37.827587142829564,pla,-5.128464637983056,215.73063709299856,34.23266105876754,3.3049006354505677
0.20621439777563938,6.5740487180122615,31.208709857692806,honeycomb,231.09915558260974,70.05933200297908,38.756982529676925,abs,48.528831676554205,273.8354095055315,27.372179250785482,2.173162148617037
0.04886222425592243,10.410727442886552,50.13445973802873,grid,221.3444395149352,81.45444320321107,63.06518526820296,pla,102.99902097585955,80.28849981604455,28.591568922085102,1.895534473989484
0.10353756654886916,1.9107378967463111,59.38655996188509,honeycomb,249.55657427821373,80.31266829133584,120.47342504175212,abs,91.36871655494961,373.0136527415782,8.849765450240742,0.39767451126677716
0.11645947627137909,2.1971064027555887,32.88754981389427,honeycomb,225.24387584889726,65.54052742210071,113.95812572067936,pla,20.88430848723051,146.18201985838638,12.618623527680603,1.1344475713921551
0.20082639361384172,6.857341381791752,33.672695143607356,honeycomb,226.03372923238607,69.901309822672,41.54604384198684,abs,46.91948701444032,305.9537763614956,27.607011575457097,2.389872159089838
0.19739210170605667,5.351236845544986,62.39314656866516,honeycomb,197.7855853593806,60.39253765965985,43.755690497344474,pla,0.004710346358022799,322.19386458189206,27.13735260669549,2.8416187835364166
0.2093303423122375,6.19024439415335,89.18391887991937,honeycomb,240.97663119961993,74.30541475193901,36.10002778558307,pla,80.74545830907341,357.23504361211656,27.66065084561926,1.8076834034588924
0.10530992022098112,4.153625617282245,37.58745707885841,grid,205.4419509841671,66.10943056952206,120.70113512216304,abs,30.35332961596046,167.37911022933258,11.084707969933989,1.1221051988682695
0.15228159015661263,3.8344556298970804,51.28331860215467,honeycomb,205.97269834243227,64.21285468634476,63.36865412122384,pla,30.225166884531625,202.73725143727992,24.03288979358429,1.788914385998616
0.1081359770532899,2.3893579572529857,59.39223397559592,grid,251.3463254218428,78.26078923119185,117.8083815030653,pla,100.25071581699605,374.16160279655537,7.18213563903266,0.36649221853144204
0.19610328649726963,7.236379935086874,28.149151711893172,honeycomb,227.24932431726123,69.83905144188273,39.81656747999226,abs,47.85033714311088,309.5441770829994,27.671463733664083,2.2296515298038786
0.09620715520252462,3.513425240636252,49.895037045912986,grid,210.18397189389677,69.1233384463868,122.11639448536003,pla,48.69007595727118,117.08992007411024,19.21397872528551,1.841529570416446
0.14559407064337332,3.0401755950104747,78.2704822045777,honeycomb,200.81568673587466,60.69947574007858,61.54498089768744,pla,2.3373825047927665,197.3178102254156,34.629543799847255,2.911935813197165
0.20045890969704624,4.418429471384164,77.24478999322884,grid,220.13752490053363,60.81241072250594,38.970210437246884,abs,2.406389077601469,205.7866361601273,34.77566041093848,3.407816809467797
0.027299296702496565,8.618220385943927,73.6826205148556,grid,213.08041432523189,74.45158481856258,44.30857054247387,pla,71.54592931100798,33.116036837649965,25.29177071582557,1.4167382096269512
0.009643206537897802,6.047513888567092,89.28360187559902,honeycomb,251.11243885732867,79.27660649028844,41.785893311783454,pla,106.02791687433661,73.42634012364933,5.406639221818587,0.6556300747694118
0.20400477840643153,5.098422826428396,58.039367261043,grid,207.75382264732207,68.85221157917907,38.33208137433977,pla,53.32412148359356,278.6026668892732,31.571145681613995,3.2581650206958814
0.16278999671067684,4.0405222834650125,46.04095542339429,grid,218.9617784478139,60.00483308298365,58.6682500893286,abs,-1.2758622413619316,176.39933425090743,27.374684425680584,2.342554925410943
0.014469313436987267,7.842925183366025,91.11556555424319,honeycomb,219.8972186774138,59.3985566228278,38.92130281237836,abs,5.886427400577459,26.16872992748949,18.67830916197869,1.2541228629508248
0.09413555577421244,1.259705913583106,46.2736563780265,grid,230.22012280829344,70.66466885987768,121.3684722668429,pla,47.84099045677941,271.3169151306437,10.041147419214033,0.8732032133592944
0.14362637858475316,4.322817912266658,47.026389816164894,grid,205.78685766107156,65.34363527351437,58.14489934186976,pla,27.847380342139882,226.55523367261637,21.90857079457347,1.8812202659030843
0.06526250094924556,3.0994108725867484,41.20530505433292,grid,205.12331981859043,66.8823031532161,58.13163328241332,abs,20.142953485664403,149.85804720427333,22.74092280872814,1.9816322256603245
0.022575393168675705,1.222018632225128,76.90322707652675,grid,230.73966682276523,70.50607912611524,42.194834454662804,pla,49.97978998854572,54.93812878597568,10.181317109408337,0.9413466646782738
0.15064429167844087,3.2506066463194356,75.98257896474688,grid,201.4685460407371,60.83505688933859,63.34351194591943,abs,-4.558105866283841,190.7164387689727,32.8705422949418,2.7227616525024625
0.1373335415858739,2.7262422759048546,79.33335431936631,honeycomb,200.99975041755553,60.49749176680476,64.66105093216036,pla,0.2281443887994969,209.03195195314487,32.55744473764241,2.7825640455910903
0.01981968896841935,9.306015433983797,65.17470676430385,grid,213.79620619457032,75.55451580949679,44.347015677491825,abs,73.04811597520202,32.75448656625154,27.398333043166627,1.315890724163097
0.15156017587288104,1.4017363932985925,52.02036514082255,grid,239.26360540861134,76.04765953575372,56.37381326661185,pla,69.1320510225144,283.83324629524043,10.105745298781235,0.5400600268601236
0.06699405991526686,10.204050990210407,51.70789006233617,grid,219.5653015596167,80.86405534274148,66.38934585518726,pla,107.6300372813121,77.11935509797884,29.6381186978621,2.0532137848438197
0.15322330184151442,6.227243491271469,50.655357435843236,grid,232.68421308603047,69.51606068329342,59.104654295270336,pla,44.81596551646203,232.3865366200844,17.219738765485836,1.5114653819020343
0.2060461123263906,4.917517657132786,58.26955633384805,grid,210.5412687244278,69.64324250909593,35.32071722189926,abs,48.04143976284447,293.9151039886584,28.968299537633914,3.2430063315046116
0.10183141127439622,8.774734538201166,83.26046597271187,grid,241.58315975304998,75.24436339953009,118.12621335760399,abs,72.42328067937751,308.9793789870168,20.905267295324716,0.9150468226994086
0.0219303419956525,0.8969721596548496,77.60931185613279,grid,230.0848303358901,69.76822425781819,38.53998168613104,pla,55.12400256984796,43.27750248093443,7.177357715610877,0.8213665232789666
0.06792854152013658,6.339176448752751,80.31962274239085,honeycomb,218.56495975345078,60.535311290555526,62.72015086184067,abs,3.1447930815907634,89.2016531591715,37.420832788044,2.3689775455368696
0.20885332241695648,3.8038054263353787,79.07817123381224,grid,219.46814890079926,59.292973178759375,41.47974103995763,pla,-0.6478590779418445,209.74121569075885,35.80795954659154,3.141303572099008
0.10514111192977416,0.9208531367655547,48.50871225212975,honeycomb,196.2745615874197,59.56697514198693,123.51666431030407,abs,-0.8971023926397814,183.21871986186414,10.335061842784063,1.6963039955071852
0.09969564538307989,2.926822231343022,52.15605875840964,grid,210.08697687794498,69.21766996620087,123.54523844709252,abs,47.58557963402866,132.16152805048003,19.94731060869474,1.6571069984288458
0.02341216468094328,0.7079467930308854,81.82218176487217,grid,231.44271770422287,68.85341101424797,39.77975449880944,pla,49.6105754341189,28.247296933427286,7.905292923342084,0.7890267604754633
0.142831479295615,2.9192559600162125,82.00289796175782,grid,199.04396706740835,59.903995631494865,61.563401268133006,pla,3.4462770946518018,204.5252061030656,33.07916157076569,2.8072270103477526
0.18939213894480017,5.647356799178585,88.4067310598564,honeycomb,238.64162283304458,75.07759185451982,39.84833611564035,pla,75.31956527486285,349.27136739975833,28.021001959044312,1.624546370020502
0.20381178326824165,3.1212781565553773,77.61650861468853,honeycomb,253.7875655807452,79.99251410857718,39.403488757221616,abs,98.6779521587474,364.0444143469021,20.89837195300931,1.0067068076166468
0.08917828034796649,2.478798615398421,62.66058859668835,grid,249.89920481155502,80.50940477532434,120.73842658932227,abs,102.42195429716872,369.34701187349674,8.26158359421887,0.27142984661422764
0.15257119729903557,4.107553674527118,45.615164981692104,honeycomb,219.16832705332834,60.28611248732104,58.6359823267265,pla,4.0610366046664925,177.4061940199125,27.249951134857696,2.329954137993754
0.09363975991322843,0.615883450495369,41.64291914367201,honeycomb,219.70576573430284,59.95682613315612,116.64241748858642,abs,-2.995310539078934,120.59033924117476,15.21834765128758,1.171906582981971
0.022863547739779083,5.270480504518703,8.123743958032414,grid,203.82652299671878,64.02682074300787,45.33940550953548,pla,25.009312321149906,55.177807570518645,12.38338597884496,1.1065657932843387
0.10778918834465111,3.116291557345057,53.52252878536004,honeycomb,212.17567984909329,68.71760113860805,115.67900974421599,abs,41.62900684454,122.42013877930864,17.41205598724241,1.9632266408180763
0.09152067611741167,4.384537712589504,88.60769958336647,grid,213.2656334396609,74.64192242957034,121.22571930919047,pla,72.64535380019494,156.71090198387708,34.33244160810091,2.794786471371482
0.20088882544109643,2.639079347407958,80.6512465209652,honeycomb,252.22679770499673,79.51676119425602,40.74996492535465,abs,100.55022737521146,361.8808042035422,21.341956046697693,0.9670794161677969
0.19763594370734583,6.9006643493455115,40.82694429129957,grid,211.93263268794445,75.62787278428395,37.26087591274903,pla,81.24080022396755,250.8513224033802,30.525770956387984,3.1050761948970727
0.21058812545633612,5.3044074477356595,57.158560405061216,honeycomb,211.23406812574487,68.74424796061882,40.34789599267236,abs,51.770300715275816,281.22129839891744,30.02993318674648,3.19343598601832
0.19780282153288606,6.996276900409741,38.09043852580818,grid,216.20461630402713,75.86687706507938,43.61407672803992,abs,74.56817362323486,228.78108917459977,29.491258678742156,3.2047512884024245
0.20016136748260716,4.117685947018928,77.36928592134504,grid,219.67786940453342,59.277099858002565,38.61410644405033,pla,-5.924650370852902,206.96031817340395,34.53603965669372,3.249540034947923
0.0698130285243887,5.988771727404012,14.088968203968022,grid,239.67731252609826,75.79581237072006,57.00438700872798,pla,71.88113616304746,191.61113266559494,9.118840585333286,0.7995530936064356
0.15601678746744393,3.871313845084169,53.33768580768889,grid,216.6182340488426,60.54890730632992,58.19787528799659,abs,-2.4310409850298167,186.241953203357,26.99509350155257,2.4234186001027958
0.16411330104355254,2.6969689618038335,79.12819494977319,honeycomb,202.1830272560982,58.39466238210063,60.50135830103177,abs,-4.334461491786897,182.96723549040695,32.54545549520844,2.7557734195659953
0.20221159594479957,9.607195312825182,90.96966361259356,grid,226.65033842802055,65.38028180374081,39.70193572335935,abs,24.52448707565976,275.95485894890186,34.57593262579022,3.041863524056615
0.14432808766200245,9.987618048229988,32.18134209351127,honeycomb,210.25536936478093,71.08299467961857,59.97761300762447,abs,51.502007739943224,148.8013907568563,24.384815202602294,2.003523050318457
0.15358719472387963,0.5524318809386346,48.45262148116714,grid,239.74481460404127,74.50435077608786,57.40887093469366,abs,70.03654170929994,295.9473417956554,7.560310291158175,0.43200590070686673
0.05044792130866012,2.491691784609225,21.336229661764808,honeycomb,224.66221841666209,65.38217281013684,60.90376715475291,abs,19.603513732709985,90.91502918366578,12.412455553911897,1.2655612187400358
0.060511382013941434,7.663016893541693,36.321181589763604,honeycomb,210.13788604756897,71.24643665323393,60.91668565539191,abs,51.536305815140224,83.66792602422245,24.795899654602934,1.6637765458226275
0.06415937027845443,10.00466932717519,92.6609638373553,grid,200.70282766252205,59.49267137858035,56.5989792184781,abs,3.771192671400441,111.66264872207398,27.502669815508867,2.1853664115107576
0.20583891305286264,2.9511508386403826,58.788009549935715,honeycomb,217.6382604564818,80.47347472661272,36.68029153192661,pla,106.82853047357946,222.00987992921088,28.218226445715516,3.0193908969176713
0.055288762679839114,7.684301621495756,32.55591249072515,honeycomb,211.4491227919368,69.10715227301384,60.54221561068467,pla,53.07263477545965,90.80615326425315,25.966918750589215,1.533907909422101
0.21082808568676306,7.140598306120692,36.76386192436988,grid,216.21819187963123,73.57260075250544,37.52776174024565,pla,78.91884748301209,231.7225681692714,29.703378527231,3.230608727718591
0.061492094378403105,2.956425213730206,49.59695117743789,grid,252.82501690325108,79.13441086989428,60.22588369392771,pla,98.98681518089948,231.08069265784422,10.330416710813179,0.8961826043723117
0.02032137537268545,10.216357373159425,7.565656472145838,grid,209.0299549259216,70.30038562423644,42.06424249551941,pla,52.39892891292355,9.743209413320095,14.166514860729633,1.4537922578756182
0.14683946165760475,10.018275767364516,31.24630724673818,honeycomb,208.5549572640478,70.31777542567971,63.0404590494807,abs,49.35856954639778,170.38666154727156,26.443763642255025,2.0749352206930816
